entity_type,alias,canonical,freq
技术方法,多个刺激强度水平,多个刺激强度水平,1
技术方法,多个刺激频率参数,多个刺激频率参数,1
技术方法,多个反向-u-形金属件设置使平面相互平行或齐平,多个反向-u-形金属件设置使平面相互平行或齐平,1
技术方法,多个强度刺激基于所述参数调节,多个强度刺激基于所述参数调节,2
技术方法,多个横向偏移位置,多个横向偏移位置,1
技术方法,多个电极构件提供这样一种方式为刷状突出从支撑件,多个电极构件提供这样一种方式为刷状突出从支撑件,2
技术方法,"多个第一电极,所述多个第一电极布置在所述细长的第一中心参考电极的两侧","多个第一电极,所述多个第一电极布置在所述细长的第一中心参考电极的两侧",1
技术方法,多个第一电极布置在细长的第一中心参考电极的两侧,多个第一电极布置在细长的第一中心参考电极的两侧,2
技术方法,多个脉冲序列,多个脉冲序列,1
技术方法,多个部分、段、桨叶和/或板彼此空间发散放置,多个部分、段、桨叶和/或板彼此空间发散放置,2
技术方法,多人输入单输出模型,多人输入单输出模型,3
技术方法,多任务学习,多任务学习,3
技术方法,多任务学习框架,多任务学习框架,3
技术方法,多任务联合优化,多任务联合优化,2
技术方法,多传感融合的光电组合刺激方式,多传感融合的光电组合刺激方式,6
技术方法,多区域深度感测,多区域深度感测,1
技术方法,多区神经活动相对关系检验,多区神经活动相对关系检验,1
技术方法,多变量分析,多变量分析,2
技术方法,多变量模糊熵分析,多变量经验模式分解,2
技术方法,多变量经验模式分解,多变量经验模式分解,2
技术方法,多域特征提取,信号解码和预处理,2
技术方法,多头注意力机制,多头注意力机制,2
技术方法,多头注意力机制的扩散模型,多头注意力机制的扩散模型,2
技术方法,多导体柔性电缆,多导体柔性电缆,2
技术方法,多尺度分布式数据注册,多尺度分布式数据注册,1
技术方法,多尺度卷积神经网络,多尺度卷积神经网络,3
技术方法,多尺度因果卷积网络,多尺度因果卷积网络,2
技术方法,多尺度成像,多尺度成像,2
技术方法,多尺度特征重构,多尺度特征重构,6
技术方法,多层同心半球模型,多层同心半球模型结合数据关联性分析及信息熵计算,2
技术方法,多层同心半球模型结合数据关联性分析及信息熵计算,多层同心半球模型结合数据关联性分析及信息熵计算,2
技术方法,多层图神经网络,多层图神经网络,2
技术方法,多层感知器网络,多层感知器网络,4
技术方法,多层感知机分类,分类算法,2
技术方法,多层组装,多层组装,2
技术方法,多感官刺激联动调控,多感官刺激联动调控,1
技术方法,多感知交互,多模态交互,1
技术方法,多摄像头视频和音频记录同步,多摄像头视频和音频记录同步,2
技术方法,多方向显示模块插入辅助对象,多方向显示模块插入辅助对象,1
技术方法,多条件引导,多条件引导,2
技术方法,多极时空刺激,多极时空刺激,2
技术方法,多样化配置,多样化配置,4
技术方法,多模型方法,多模型方法,1
技术方法,多模型融合技术,多模型融合技术,1
技术方法,多模导航,多模导航,1
技术方法,多模式神经反馈,多模式神经反馈,2
技术方法,多模式融合,多模式融合,4
技术方法,多模式诊断,多模式诊断,3
技术方法,多模态交互,多模态交互,1
技术方法,多模态传感器融合,多模态传感器融合,4
技术方法,多模态传感采集,多模态交互,1
技术方法,多模态信号同步采集,多模态信号同步采集,5
技术方法,多模态信号处理与状态指标计算,多模态信号处理与状态指标计算,3
技术方法,多模态信号融合处理,多模态融合,4
技术方法,多模态信息编码,多模态信息编码,2
技术方法,多模态信息融合,多模态信息融合,1
技术方法,多模态共情响应生成框架,多模态共情响应生成框架,2
技术方法,多模态动态夹带,多模态动态夹带,2
技术方法,多模态协同定位,多模态协同定位,2
技术方法,多模态卷积神经网络,多模态卷积神经网络,1
技术方法,多模态处理,多模态处理,3
技术方法,多模态异构图卷积神经网络,多模态卷积神经网络,1
技术方法,多模态情感数据收集,多模态特征提取,2
技术方法,多模态情感数据集构建,多模态情感数据集构建,1
技术方法,多模态情绪分析算法,多模态情绪分析算法,5
技术方法,多模态情绪检测,多模态情绪检测,1
技术方法,多模态数据同步采集,数据获取,2
技术方法,多模态数据获取,多模态数据获取,6
技术方法,多模态数据融合,多模态数据融合,1
技术方法,多模态数据评估,多模态数据获取,6
技术方法,多模态数据采集,多模态数据采集,3
技术方法,多模态时空注意力融合模型,多模态时空注意力融合模型,8
技术方法,多模态深度学习方法,多模态深度学习方法,4
技术方法,多模态深度神经网络,多模态深度神经网络,2
技术方法,多模态深度神经网络特征提取,多模态深度神经网络特征提取,4
技术方法,多模态特征提取,多模态特征提取,3
技术方法,多模态特征融合,多模态特征融合,10
技术方法,多模态特征融合方法,多模态特征融合方法,2
技术方法,多模态生理-脑功能信号同步采集,同步采集,3
技术方法,多模态生理刺激,多模态生理刺激,21
技术方法,多模态生理评价,多模态诊断,6
技术方法,多模态生理评估,多模态生理评估,10
技术方法,多模态电生理信号结合电刺激结构连接信号分类,信号分类,3
技术方法,多模态目标识别网络,多模态目标识别网络,3
技术方法,多模态签名识别,多模态诊断,6
技术方法,多模态脑影像数据融合,多模态数据融合,2
技术方法,多模态融合,多模态融合,1
技术方法,多模态融合分析,多模态融合分析,1
技术方法,多模态融合分析方法,多模态融合,4
技术方法,多模态融合深度学习模型,多模态融合深度学习模型,5
技术方法,多模态融合的特异性映射模型,多模态融合的特异性映射模型,2
技术方法,多模态诊断,多模态诊断,6
技术方法,多模态集成算法,多模态集成算法,1
技术方法,多模联运,多模联运,2
技术方法,多次呈现多个研究对象的图像作为视觉刺激,多次呈现多个研究对象的图像作为视觉刺激,1
技术方法,多次呈现视觉刺激,多次呈现视觉刺激,2
技术方法,多段式神经刺激,神经刺激,1
技术方法,多流数据捕获,多流数据捕获,1
技术方法,多电极刺激,多电极刺激,2
技术方法,多电极闭环响应,多电极闭环响应,5
技术方法,多电极闭环响应系统,多电极闭环响应系统,3
技术方法,多种数据模型存储,存储,5
技术方法,多种模式显示,同步播放,4
技术方法,多种治疗方式优化,多种治疗方式优化,1
技术方法,多窗口方法,多窗口方法,2
技术方法,多类型特征数据提取,多类型特征数据提取,3
技术方法,多粒度信息提取网络,多粒度信息提取网络,2
技术方法,多粒度音质模板编码的扩散网络,多粒度音质模板编码的扩散网络,2
技术方法,多粒度音质模板编码的扩散网络训练,多粒度音质模板编码的扩散网络,2
技术方法,多级分类系统,多级分类系统,4
技术方法,多级放大,放大器电路处理,2
技术方法,多级滤波,多级滤波,2
技术方法,多级雪崩式卷积递归网络,k均值分类器,3
技术方法,多维视觉表示空间,多维视觉表示空间,2
技术方法,多脉冲序列,多脉冲序列,1
技术方法,多视图学习,多视图学习,6
技术方法,多视角特征表达及优选,多视角特征表达及优选,1
技术方法,多语义驱动扩散模型的图像重建,多语义驱动扩散模型的图像重建,1
技术方法,多路复用,多路复用,6
技术方法,多路复用电路组合信号,多路复用电路组合信号,5
技术方法,多路选择模块选择信号输出,多路选择模块选择信号输出,2
技术方法,多输入单输出模型,多输入多输出模型,1
技术方法,多输入单输出模型(miso),多输入单输出模型(miso),1
技术方法,多输入多输出模型,多输入多输出模型,1
技术方法,多通道eeg测量,多通道eeg测量,2
技术方法,多通道刺激控制,多通道刺激控制,1
技术方法,多通道的脉冲输出功能,多通道的脉冲输出功能,1
技术方法,多通道脉冲发生器驱动多个电极,多通道脉冲发生器驱动多个电极,2
技术方法,多通道脑电信号检测,多通道脑电信号检测,2
技术方法,多通道脑电信号重构,脑电信号重构,4
技术方法,多通道记录,多通道记录,19
技术方法,多通道记录eeg,多通道记录eeg,1
技术方法,多通道记录脑电图及心电图在实时时间,多通道记录脑电图及心电图在实时时间,1
技术方法,多通道递送,多通道递送,1
技术方法,多通道采集,多通道采集,2
技术方法,多面板结构,多面板结构,2
技术方法,多频段滤波,多频段滤波,2
技术方法,多频率电场协同配合,多频率电场协同配合,1
技术方法,大数据分析,大数据分析,2
技术方法,大数据管理存储,数据存储与管理,1
技术方法,大脑对称性,大脑对称性确定,1
技术方法,大脑对称性确定,大脑对称性确定,1
技术方法,头套附着到头皮上,头套附着到头皮上,2
技术方法,头带和虚拟现实设备佩戴在用户头上,头带和虚拟现实设备佩戴在用户头上,2
技术方法,头带预处理,头带预处理,2
技术方法,头皮-eeg数据测量,测量神经响应,2
技术方法,头皮下植入,植入,2
技术方法,夹具固定,夹具固定,2
技术方法,夹带,夹带,2
技术方法,奇异谱分析(ssa),奇异谱分析(ssa),2
技术方法,奖励确定,奖励确定,1
技术方法,套刻,套刻,1
技术方法,套管轴向移动,套管轴向移动,1
技术方法,姿势测量,姿势测量,2
技术方法,娱乐反馈控制,娱乐反馈控制,4
技术方法,媒体内容修改,媒体内容修改,1
技术方法,媒体呈现优化,媒体呈现优化,1
技术方法,媒体呈现操纵,媒体呈现操纵,1
技术方法,字符信号与数据库对比匹配,字符信号与数据库对比匹配,1
技术方法,字符信号与第二数据库对比匹配,字符信号与数据库对比匹配,1
技术方法,存储,存储,5
技术方法,存储eeg和/或视频数据,存储eeg和/或视频数据,2
技术方法,存储个性化学习数据,存储个性化学习数据,1
技术方法,存储优选参数,存储优选参数,1
技术方法,存储刺激参数值,存储刺激参数值,1
技术方法,存储卒中度量,存储,1
技术方法,存储原始数据,存储原始数据,1
技术方法,存储和管理使用记录,存储和管理使用记录,1
技术方法,存储和管理使用记录以提供个性化服务,存储和管理使用记录,1
技术方法,存储和管理识别的大脑健康和身体健康数据,存储和管理识别的大脑健康和身体健康数据,1
技术方法,存储多个疼痛阈值和多个生物信号,存储多个疼痛阈值和多个生物信号,1
技术方法,存储媒体文件和脑波信号,存储,1
技术方法,存储将检测到的脑电图信号表征为与控制指令关联的预定信号集的识别数据,脑电图信号,2
技术方法,存储心跳诱发脑电波信息,脑电波信息存储,2
技术方法,存储指示观看者观看了广告的信息,存储指示观看者观看了广告的信息,1
技术方法,存储播放索引,存储播放索引,1
技术方法,存储数据,存储数据,3
技术方法,存储来自整流电压的能量,存储来自整流电压的能量,1
技术方法,存储标识用户反应,重复暴露、接收和存储,2
技术方法,存储用户偏好数据,存储用户偏好数据,1
技术方法,存储用户反应,存储用户反应,3
技术方法,存储用户响应,存储数据,1
技术方法,存储第二神经调节程序同时根据第一神经调节程序提供神经调节,神经调节程序,1
技术方法,存储经训练的网络,存储经训练的网络,1
技术方法,学习,学习、回忆和判断图像信息,1
技术方法,学习、回忆和判断图像信息,学习、回忆和判断图像信息,1
技术方法,学习关系模型,学习关系模型,2
技术方法,学习分类器,学习分类器,3
技术方法,学习数据生成,学习数据生成,1
技术方法,学习模型,学习模型,1
技术方法,学习第一关系模型,学习第一关系模型,3
技术方法,学习策略,学习策略,1
技术方法,学习脑电图,学习脑电图,2
技术方法,学习隐藏层之间的变换,学习隐藏层之间的变换,1
技术方法,孪生神经网络处理,孪生神经网络处理,2
技术方法,安置电极,安置电极,2
技术方法,安装在夹紧盖中,安装在夹紧盖中,1
技术方法,安装在插入耳机上的插座中的刚性结构中,安装在插入耳机上的插座中的刚性结构中,1
技术方法,完全连接层接收RNN层的最后一个时间步的输出,完全连接层接收RNN层的最后一个时间步的输出,1
技术方法,完全连接层接收rnn层的最后一个时间步的输出,完全连接层接收RNN层的最后一个时间步的输出,1
技术方法,完善刺激参数,完善刺激参数,1
技术方法,完成反馈回路,完成反馈回路,1
技术方法,完成反馈环路,完成反馈环路,2
技术方法,宏电极位点记录,宏电极位点记录,1
技术方法,宏电极位点记录局部场电位信息,宏电极位点记录,1
技术方法,定义兼容单元库并选择单元连接至电总线,定义兼容单元库并选择单元连接至电总线,1
技术方法,定义刺激单元集合,定义刺激单元集合,1
技术方法,定义刺激参数,定义刺激参数,1
技术方法,定义刺激参数值,定义刺激参数值,2
技术方法,定义多组刺激安装和相关联的权重,定义多组刺激安装和相关联的权重,1
技术方法,定义认知-情绪简档,认知-情绪简档,1
技术方法,定义针对数值解的约束,定义针对数值解的约束,1
技术方法,定位,定位,3
技术方法,定位参与特定行为过程的活动源,定位参与特定行为过程的活动源,1
技术方法,定位可植入电极阵列,定位可植入电极阵列,1
技术方法,定位可植入电极阵列于混合神经近侧,定位可植入电极阵列于混合神经近侧,1
技术方法,定位器带连接前垫片材料和eeg电极定位器,定位器带连接前垫片材料和eeg电极定位器,2
技术方法,定位多个eeg电极,定位多个eeg电极,1
技术方法,定位电极,定位电极,1
技术方法,定位电极阵列,定位电极阵列,1
技术方法,定位神经回路,定位神经回路,1
技术方法,定位脑电图电极,脑电图电极定位,2
技术方法,定制混合,定制混合,1
技术方法,定制认知任务,定制认知任务,2
技术方法,定向冷冻诱导相分离技术,定向冷冻诱导相分离技术,2
技术方法,定向刺激仿真方法,定向刺激方法,1
技术方法,定向刺激方法,定向刺激方法,1
技术方法,定时控制,定时控制,9
技术方法,定时神经刺激,神经调节,2
技术方法,定量特征集提取,定量特征集提取,2
技术方法,定量脑电图(qeeg),定量脑电图(qeeg),2
技术方法,定量评估,定量评估,7
技术方法,实体和关系评估和提取,实体和关系评估和提取,1
技术方法,实施人工智能,实施人工智能,2
技术方法,实施神经刺激治疗,实施神经刺激疗法,1
技术方法,实施神经刺激疗法,实施神经刺激疗法,1
技术方法,实时z分数,实时z分数,2
技术方法,实时、连续分类,实时、连续分类,7
技术方法,实时上传,实时上传,1
技术方法,实时且同时采集双通道信号,实时且同时采集双通道信号,3
技术方法,实时交互,实时交互,1
技术方法,实时信号滤波,滤波处理,2
技术方法,实时信号滤波和反馈,反馈计算,2
技术方法,实时分析,实时分析,4
技术方法,实时分析个体大脑状态,实时分析个体大脑状态,2
技术方法,实时反馈,实时反馈,5
技术方法,实时反馈调整参数,实时反馈调整参数,1
技术方法,实时处理eeg信号,接收并处理信号,2
技术方法,实时处理和分析多模态数据,实时处理和分析多模态数据,2
技术方法,实时处理脑电图信号,脑电图信号分析,8
技术方法,实时定制生成式通信,实时定制的生成式通信,1
技术方法,实时定制的生成式通信,实时定制的生成式通信,1
技术方法,实时并发视觉听觉定量信息反馈,实时并发视觉听觉定量信息反馈,2
技术方法,实时接收,实时接收,2
技术方法,实时提供反馈,实时提供反馈,3
技术方法,实时提取神经元放电特征,实时提取神经元放电特征,2
技术方法,实时收集和分析,实时收集和分析,3
技术方法,实时文本输入,实时文本输入,1
技术方法,实时显示,实时显示,4
技术方法,实时检测电极与大脑皮质的接触状态,实时检测电极与大脑皮质的接触状态,2
技术方法,实时注视估计,实时注视估计,2
技术方法,实时测量脑波,脑波测量,2
技术方法,实时测量脑电波,实时测量脑电波,4
技术方法,实时监测,实时监测,5
技术方法,实时监测实验动物的脑电信号,实时监测实验动物的脑电信号,2
技术方法,实时监测预警,实时监测预警,1
技术方法,实时相位检测,实时相位检测,2
技术方法,实时神经反馈,实时神经反馈,2
技术方法,实时神经影像感测,实时神经影像感测,2
技术方法,实时脑电图数据模拟回放,基于实时脑电图数据和神经模型模拟记忆回放,2
技术方法,实时脑血流反应,检测脑活性,2
技术方法,实时自动控制算法,实时自动控制算法,9
技术方法,实时自适应神经反馈机制,实时反馈调整参数,1
技术方法,实时获取,神经信号采集,4
技术方法,实时获取用户的脑电波数据,实时获取用户的脑电波数据,2
技术方法,实时获取脑电信号,脑电信号采集,2
技术方法,实时解码分析与特征提取,提取模态特征,2
技术方法,实时触发刺激,将特征与多个模板进行比较,2
技术方法,实时调整神经刺激干预方案,实时调整神经刺激干预方案,3
技术方法,实时调整虚拟环境元素,实时调整虚拟环境元素,1
技术方法,实时转换,实时转换,4
技术方法,实时连续分类,实时连续分类,18
技术方法,实时适应,实时适应,1
技术方法,实时遥测救援图像数据展示,实时遥测救援图像数据展示,1
技术方法,实时采集eeg信号,实时采集eeg信号,2
技术方法,实时采集eeg信号并进行预处理,实时采集eeg信号并进行预处理,4
技术方法,实时采集刺激期间的内源性脑电信号并动态调整刺激参数,实时采集刺激期间脑电信号并动态调整刺激参数,2
技术方法,实时采集刺激期间脑电信号并动态调整刺激参数,实时采集刺激期间脑电信号并动态调整刺激参数,2
技术方法,实时采集感受电极信号,实时采集感受电极信号,2
技术方法,实时采集脑信号,脑电信号采集,2
技术方法,实时采集脑电eeg信号数据,脑电信号采集,4
技术方法,实时采集脑电信号,实时采集脑电信号,12
技术方法,实时采集雷达数据和图像数据,实时采集雷达数据和图像数据,1
技术方法,实时预处理,信号预处理,4
技术方法,实现对与脑障碍相关联的一个或多个脑网络的治疗,实现对与脑障碍相关联的一个或多个脑网络的治疗,1
技术方法,实现视觉生物信号,实现视觉生物信号,1
技术方法,实践训练,实践训练,1
技术方法,实验范式设计,实验范式设计,2
技术方法,实验设计与eeg数据记录,实验设计与eeg数据记录,4
技术方法,客观分析与主观评价相结合,客观分析与主观评价相结合,1
技术方法,容纳在绝缘导管中,容纳在绝缘导管中,1
技术方法,密封电子设备封装,密封电子设备封装,1
技术方法,密封罩壳容纳电路,密封罩壳容纳电路,1
技术方法,密封集成电路控制,密封集成电路控制,1
技术方法,密码槽生成,密码槽生成,1
技术方法,密集交互神经网络,深度卷积神经网络,4
技术方法,对eeg数据异常值进行评分,对eeg数据异常值进行评分,2
技术方法,对与刺激同步的导出的eeg片段求和,对与刺激同步的导出的eeg片段求和,2
技术方法,对个人所属的一组人眨眼进行评估,对个人所属的一组人眨眼进行评估,3
技术方法,对偶绑带算法,对偶绑带算法,1
技术方法,对双耳时间差集进行分析,对双耳时间差集进行分析,2
技术方法,对受试者的可视化表现进行评分,对受试者的可视化表现进行评分,2
技术方法,对可植入医疗设备的刺激参数进行编程,刺激参数编程,1
技术方法,对大脑的目标结构施加刺激,对大脑的目标结构施加刺激,2
技术方法,对屏幕对象的图形数据进行滤波,对屏幕对象的图形数据进行滤波,1
技术方法,对感应电信号进行预处理后输出感应数据,对感应电信号进行预处理后输出感应数据,4
技术方法,对抗学习,对抗学习,1
技术方法,对抗生成网络,对抗生成网络,4
技术方法,对接总线触点形成电接触,对接总线触点形成电接触,1
技术方法,对接收到的生物信号进行分类,对接收到的生物信号进行分类,4
技术方法,对接收的生物信号进行分类,对接收的生物信号进行分类,2
技术方法,对数据处理单元执行操作,对数据处理单元执行操作,1
技术方法,对构成单词按顺序分类,对构成单词按顺序分类,1
技术方法,对每个认知功能进行评分,对每个认知功能进行评分,1
技术方法,对每个通道方向应用数据白化将脑电图通道数据转换为独立数据,对每个通道方向应用数据白化将脑电图通道数据转换为独立数据,2
技术方法,对比分析,对比分析,1
技术方法,对比和比较对每个成分的响应,响应分析,1
技术方法,对比学习,对比学习,1
技术方法,对比学习分析,对比学习分析,2
技术方法,对比差值计算评估评分,对比差值计算评估评分,2
技术方法,对比瞬时能量值与脑电基线调整虚拟现实场景参数,对比瞬时能量值与脑电基线调整虚拟现实场景参数,2
技术方法,对比表征学习,对比表征学习,2
技术方法,对气囊进行充气或排气,气囊调节,2
技术方法,对用户的脑电波进行监测,脑活动监测,4
技术方法,对目标eeg信号片段进行分析,对目标eeg信号片段进行分析,2
技术方法,对神经反应的结果模型应用权重,神经信号,2
技术方法,对神经响应结果模型应用权重,对神经响应结果模型应用权重,2
技术方法,对称分布电极,对称分布电极,3
技术方法,对第一电信号进行调制,对第一电信号进行调制,4
技术方法,对脑施加电刺激,电刺激,1
技术方法,对脑波模式进行分类,对脑波模式进行分类,2
技术方法,对脑电信号进行分析,对脑电信号进行分析,1
技术方法,对脑电信号进行分析处理,对脑电信号进行分析处理,2
技术方法,对脑电信号进行处理得到脑电网络特征参数,脑电信号处理,2
技术方法,对脑电信号进行预处理,对脑电信号进行预处理,2
技术方法,对脑电数据进行处理,对脑电数据进行处理,1
技术方法,对脑电波信号进行分解,对脑电波信号进行分解,2
技术方法,对脑电波状态进行采样,记录脑电波活动,2
技术方法,对脑进行电刺激,对脑进行电刺激,1
技术方法,对视觉刺激的神经反应与调制相关,对视觉刺激的神经反应与调制相关,2
技术方法,对视频信号进行分析,对视频信号进行分析,1
技术方法,对视频进行分级,对视频进行分级,1
技术方法,对记录的语音进行语言处理并关联概况数据,语言处理,1
技术方法,对语音进行语言处理,语言处理,1
技术方法,对这三种特征信号的分析计算,对这三种特征信号的分析计算,4
技术方法,对音频数据进行解码得到音频信号与降噪信号同步输出,音频数据解码同步输出,1
技术方法,对音频数据进行解码得到音频信号与降噪信号同步输出到扬声器,音频数据解码同步输出,1
技术方法,对齐,对齐,2
技术方法,对齐并组合来自多模态的响应数据,多模态数据融合,2
技术方法,对齐映射特征维度,对齐映射特征维度,2
技术方法,导丝驱动,导丝驱动,4
技术方法,导体的远端在基本上平行于螺旋构造的纵向轴线的方向上直接且切向地从间隔件的弯曲部分突出,导体的远端在基本上平行于螺旋构造的纵向轴线的方向上直接且切向地从间隔件的弯曲部分突出,1
技术方法,导出,导出,4
技术方法,导出erp的分量,导出事件相关电位,1
技术方法,导出事件相关去同步(erd),导出事件相关去同步(erd),1
技术方法,导出事件相关电位,导出事件相关电位,1
技术方法,导出反馈变量,导出反馈变量,17
技术方法,导出度量值,度量值比较,2
技术方法,导出情感特征,导出情感特征,3
技术方法,导出投入度及情绪方向,导出投入度及情绪方向,2
技术方法,导出治疗参数,导出治疗参数,2
技术方法,导出脑波曲线的就绪电位,导出脑波曲线的就绪电位,1
技术方法,导出认知特征,导出认知特征,2
技术方法,导出认知特征和情感特征,导出认知特征,2
技术方法,导出连接规则,导出连接规则并调整治疗,1
技术方法,导出连接规则并调整治疗,导出连接规则并调整治疗,1
技术方法,导电凝胶源连通并施加凝胶,导电凝胶源连通并施加凝胶,2
技术方法,导电双双面粘合带,导电双双面粘合带,2
技术方法,导电层形成,导电层形成,1
技术方法,导电材料传输电信号,导电材料传输电信号,2
技术方法,导电材料覆盖第二端,导电材料覆盖第二端,4
技术方法,"导电橡胶包括液体硅橡胶室温固化,团聚银粉和片状银粉","导电橡胶包括液体硅橡胶室温固化,团聚银粉和片状银粉",2
技术方法,导电油墨制成盖,导电油墨制成盖,2
技术方法,导电海绵,导电海绵,1
技术方法,导电线程建立电通信,导电线程建立电通信,2
技术方法,导电织物或导电橡胶材料,导电织物或导电橡胶材料,2
技术方法,导电织物贴覆在弹性支撑体上,导电织物贴覆在弹性支撑体上,3
技术方法,导电记录电极,导电记录电极,2
技术方法,导电迹线传输信号,导电迹线传输信号,1
技术方法,导电迹线连接电极感测单元与插头端,导电迹线传输信号,1
技术方法,导电铅导线,导电铅导线,2
技术方法,导线传输电信号,施加电信号,2
技术方法,导线布置于第一层内并固定到电极触点,导线布置于第一层内并固定到电极触点,1
技术方法,导联优选,导联优选,4
技术方法,导联线穿线,导联线穿线,2
技术方法,封装为数据结构,封装为数据结构,6
技术方法,封装引入导体,封装引入导体,1
技术方法,封闭-环反馈,封闭-环反馈,2
技术方法,射频发射功率,射频发射功率,1
技术方法,将40导联电极的位置从3维空间投影到2维平面,将40导联电极的位置从3维空间投影到2维平面,4
技术方法,将eeg信号作为输入特征提供给机器学习模型,将eeg信号作为输入特征提供给机器学习模型,2
技术方法,将eeg信号处理成多个频带,将eeg信号处理成多个频带,2
技术方法,将eeg信号的一个或多个通道的一个方面转换为颜色,将eeg信号的一个或多个通道的一个方面转换为颜色,8
技术方法,将eeg响应转换成eeg信号的图形表示,将eeg响应转换成eeg信号的图形表示,2
技术方法,将eeg数据分离成历元,分离EEG数据成历元,2
技术方法,将eeg数据转换成图形eeg模型,生成脑电图,4
技术方法,将eeg模型与脑模型集成,将eeg模型与脑模型集成,2
技术方法,将eeg特征与图像特征进行映射,将eeg特征与图像特征进行映射,2
技术方法,将eeg特征映射到图像特征上,将eeg特征映射到图像特征上,1
技术方法,将ekg电极放置在刺激引线上,将ekg电极放置在刺激引线上,2
技术方法,将ipg盒用作ekg电极,将ipg盒用作ekg电极,1
技术方法,将ipg盒用作ekg电极以及无关电极,将ipg盒用作ekg电极,1
技术方法,将vr虚拟游戏软件接口和大脑意念控制软件接口对接,结合脑电与虚拟现实,1
技术方法,将一个或多个刺激场导向所选神经目标,将一个或多个刺激场导向所选神经目标,1
技术方法,将一对引线体中的每一个的远端部分彼此连接,将一对引线体中的每一个的远端部分彼此连接,1
技术方法,将一种测试刺激信号至该患者,测试程序,2
技术方法,将一维EEG序列转换为二维EEG网格,将一维EEG序列转换为二维EEG网格,1
技术方法,将一维eeg序列转换为二维eeg网格,将一维EEG序列转换为二维EEG网格,1
技术方法,将三维张量输入诊断模型进行预测,输入诊断模型进行预测,2
技术方法,将主观体验与神经激活直接关联,将主观体验与神经激活直接关联,2
技术方法,将事件相关电位的p200分量值与预定阈值进行比较,比较事件相关电位p200分量与预定阈值,2
技术方法,将二维灰度脑电信号图像转化为二维彩色脑电信号图像,将二维灰度脑电信号图像转化为二维彩色脑电信号图像,4
技术方法,将亚阈值和定向电场原位施加到患者的脑,将亚阈值和定向电场原位施加到患者的脑,2
技术方法,将从个体获取的信号与所创建的知识库进行比较,将获取的信号与知识库进行比较,1
技术方法,将优化算法应用于所生成的响应模型以确定一个或多个刺激参数的候选集合,将优化算法应用于所生成的响应模型以确定一个或多个刺激参数的候选集合,1
技术方法,将体外培养的神经细胞制成细胞悬液加入到微电极阵列芯片的生物相容性玻璃套环中,将体外培养的神经细胞制成细胞悬液加入到微电极阵列芯片的生物相容性玻璃套环中,1
技术方法,将信号与来自规范人群的规范eeg信号进行比较,将信号与来自规范人群的规范eeg信号进行比较,2
技术方法,将信号与记录数据部分配对,将信号与记录数据部分配对,3
技术方法,将信号传输线延伸穿过载体构件并传送信号,将信号传输线延伸穿过载体构件并传送信号,1
技术方法,将信号传递给其它部件,将信号传递给其它部件,1
技术方法,将信号模式应用于患者的大脑,将信号模式应用于患者的大脑,1
技术方法,将信号编码和滤波到对数域,将信号编码和滤波到对数域,2
技术方法,将光转换为电流,将光转换为电流,6
技术方法,将具有参数值的电刺激信号施加到受试者的迷走神经,电刺激信号,1
技术方法,将具有附着的细胞的支持基质植入到脑中,将具有附着的细胞的支持基质植入到脑中,1
技术方法,将分格提供给递归神经网络(rnn),将分格提供给递归神经网络(rnn),2
技术方法,将刺激信号通过选定的超微电极耦合到视皮层神经组织,将刺激信号通过选定的超微电极耦合到视皮层神经组织,1
技术方法,将刺激参数更新写入参数存储器,刺激参数更新,1
技术方法,将刺激场导向所选神经目标,将刺激场导向所选神经目标,1
技术方法,将刺激方案应用于脑,将刺激方案应用于脑,1
技术方法,将刺激源聚焦通过经颅通道,聚焦刺激源,1
技术方法,将刺激源聚焦通过颅骨/脑界面,将刺激源聚焦通过颅骨/脑界面,2
技术方法,将刺激源聚焦通过颅骨中天然存在的开窗,聚焦刺激源,1
技术方法,将刺激源聚焦通过颅骨中的孔隙,聚焦刺激源,1
技术方法,将刺激装置定位在患者身上,将刺激装置定位在患者身上,1
技术方法,将刺激部位神经元的静止膜电位增加到亚阈值水平,将刺激部位神经元的静止膜电位增加到亚阈值水平,6
技术方法,将功能连接矩阵进行二值化得到邻接矩阵,将功能连接矩阵进行二值化得到邻接矩阵,1
技术方法,将单独的值显示为不同的颜色,将单独的值显示为不同的颜色,2
技术方法,将反应时间任务分配给测试对象并测量反应,将反应时间任务分配给测试对象并测量反应,1
技术方法,将反馈传送到vr设备并作为vr内容显示,反馈环路,2
技术方法,将反馈发送至偶极子天线,将反馈发送至偶极子天线,2
技术方法,将受试者头部的测量缩放到相同头部形状类别的头部模型,将受试者头部的测量缩放到相同头部形状类别的头部模型,2
技术方法,将受试者暴露于视觉刺激,视觉刺激,2
技术方法,将可操作的刺激强度确定为最大刺激强度的预定比例,将可操作的刺激强度确定为最大刺激强度的预定比例,1
技术方法,将可配置源编程为电流源或电压源,将可配置源编程为电流源或电压源,1
技术方法,将各植入式组装部件层叠合在一起,将各植入式组装部件层叠合在一起,1
技术方法,将各植入式组装部件层熔融,将各植入式组装部件层熔融,1
技术方法,将合成信号发送到目的地vcr和/或目的地监视器,将合成信号发送到目的地vcr和/或目的地监视器,2
技术方法,将向量数据嵌入虚拟现实数据,将向量数据嵌入虚拟现实数据,1
技术方法,将命令传输到嗅觉显示器和/或显示设备,将命令传输到嗅觉显示器和/或显示设备,1
